,title,year,certificate,runtime,genre,rating
368,Moh,2022,UA,149 min,Romance            ,8.3
369,Roohi,2021,UA,134 min,"Comedy, Horror            ",6.9
370,Masaan,2015,A,109 min,Drama            ,6.1
371,Anbe Sivam,2003,U,160 min,"Adventure, Comedy, Drama            ",5.8
372,October,II 2018,U,115 min,"Drama, Romance            ",6.4
373,Your Honor,I 2020–,18,35 min,"Action, Drama, Thriller            ",6.5
374,Jab Harry Met Sejal,2017,UA,143 min,"Comedy, Drama, Romance            ",8.2
375,Gehraiyaan,2022,A,148 min,"Drama, Romance            ",7.2
376,Marjaney,2021,UA,140 min,Action            ,8.1
377,Love Games,2016,A,114 min,"Crime, Thriller            ",9.0
378,Babli Bouncer,2022,UA 13+,118 min,"Comedy, Drama            ",6.6
379,Fanaa,2006,U,168 min,"Action, Drama, Romance            ",8.1
380,Vendhu Thanindhathu Kaadu,2022,UA,122 min,"Action, Crime, Drama            ",1.9
381,Drishyam,2013,U,160 min,"Crime, Drama, Thriller            ",7.5
382,Fan,I 2016,UA,142 min,"Action, Drama, Thriller            ",7.4
383,Haider,2014,UA,160 min,"Action, Crime, Drama            ",7.7
384,Bellbottom,2021,UA,123 min,"Action, Thriller            ",9.2
385,Cobalt Blue,II 2022,18,112 min,"Drama, Romance            ",5.3
386,Yeh Jawaani Hai Deewani,2013,UA,160 min,"Drama, Musical, Romance            ",8.2
387,24,2013–2016,UA,60 min,"Action, Adventure, Crime            ",7.4
388,Mahabharat,2013–2014,12+,20 min,"Drama, History, War            ",6.4
389,Dhoom,2004,UA,129 min,"Action, Crime, Drama            ",6.8
390,Hera Pheri,2000,U,156 min,"Action, Comedy, Crime            ",8.3
391,Radhe,2021,UA,135 min,"Action, Crime, Thriller            ",8.0
392,Jodhaa Akbar,2008,UA,213 min,"Action, Drama, History            ",7.2
393,Kesari,2019,UA,150 min,"Action, Drama, History            ",7.9
394,Dhindora,2021–,Not Rated,25 min,"Comedy, Drama            ",6.9
395,De De Pyaar De,2019,UA,135 min,"Comedy, Drama, Romance            ",8.3
396,Radhe Shyam,2022,UA,138 min,"Drama, Romance            ",6.9
397,Rangbaaz,2018–,A,40 min,"Action, Biography, Crime            ",7.6
398,Modern Love: Mumbai,2022–,A,40 min,"Comedy, Romance            ",5.4
399,Asoka,2001,UA,180 min,"Action, Biography, Drama            ",6.7
400,Gaalodu,2022,UA,125 min,Drama            ,7.7
401,Ittefaq,2017,UA,105 min,"Crime, Mystery, Thriller            ",8.3
402,Decoupled,2021–,16,30 min,"Comedy, Drama            ",8.2
403,Monsoon Wedding,2001,A,114 min,"Comedy, Drama, Romance            ",5.1
404,Indian Predator: The Butcher of Delhi,2022,A,125 min,"Documentary, Crime, History            ",4.3
405,Gali Guleiyan,2017,UA,117 min,"Drama, Thriller            ",7.2
406,Super Deluxe,2019,A,176 min,"Comedy, Crime, Drama            ",7.5
407,Jaadugar,2022,UA 16+,167 min,"Comedy, Drama, Fantasy            ",7.9
408,Baazigar,1993,UA,175 min,"Crime, Drama, Musical            ",9.2
409,Dhoom:3,2013,UA,172 min,"Action, Crime, Drama            ",4.7
410,Jab Tak Hai Jaan,2012,UA,198 min,"Drama, Romance            ",8.7
411,Rudra: The Edge of Darkness,2022,A,53 min,"Crime, Drama, Mystery            ",7.3
412,Sholay,1975,U,204 min,"Action, Adventure, Comedy            ",7.0
413,Bharat,2019,UA,150 min,"Action, Comedy, Drama            ",5.1
414,Avrodh: The Siege Within,2020–,18,40 min,Action            ,6.5
415,Breathe,2018,16+,45 min,"Crime, Drama, Thriller            ",7.1
416,Drushyam 2,2021,U,155 min,"Drama, Thriller            ",8.0
417,Gong fu yu jia,2017,UA,107 min,"Action, Adventure, Comedy            ",8.2
418,Mel Karade Rabba,2010,U,135 min,"Comedy, Drama, Romance            ",7.0
419,Trapped,XVII 2016,UA,105 min,"Drama, Thriller            ",7.5
420,Badhaai ho,2018,UA,124 min,"Comedy, Drama            ",6.7
421,Sarsenapati Hambirrao,2022,UA,158 min,"Action, Drama, History            ",8.1
422,Kavita Bhabhi,2020–,18,22 min,Drama            ,6.2
423,Bhabi Ji Ghar Par Hai,2015–,13,22 min,Comedy            ,6.8
424,Bholaa,2023,UA,135 min,"Action, Drama, Thriller            ",8.4
425,Rustom,2016,UA,148 min,"Crime, Drama, Thriller            ",8.0
426,Ela Veezha Poonchira,2022,UA,104 min,"Crime, Mystery, Thriller            ",6.9
427,Bhoot Police,2021,UA 16+,129 min,"Comedy, Horror            ",7.5
428,Tadap,2021,UA,126 min,"Action, Drama, Romance            ",6.4
429,DJ Tillu,2022,UA,121 min,"Action, Comedy, Crime            ",7.6
430,Kalyug,2005,A,126 min,"Action, Crime, Drama            ",7.8
431,Don,I 2006,UA,178 min,"Action, Crime, Thriller            ",8.1
432,Mersal,2017,UA,172 min,"Action, Thriller            ",5.2
433,Andaz Apna Apna,1994,U,160 min,"Action, Comedy, Romance            ",5.3
434,Shahid,2012,A,129 min,"Biography, Drama            ",7.7
435,Maya Bazaar,1957,U,192 min,"Comedy, Drama            ",7.9
436,Dil Dhadakne Do,2015,UA,170 min,"Comedy, Drama, Romance            ",7.3
437,Delhi Belly,2011,A,103 min,"Action, Comedy, Crime            ",3.3
438,Crazy Fellow,2022,UA,145 min,Thriller            ,5.8
439,Viceroy's House,2017,UA,106 min,"Biography, Drama, History            ",6.9
440,Muqabla,1993,UA,162 min,"Action, Crime, Drama            ",8.2
441,Section 375,2019,UA,124 min,"Crime, Drama, Mystery            ",6.4
442,Double XL,2022,UA,128 min,"Comedy, Drama            ",1.9
443,Chhorii,2021,UA 13+,129 min,"Drama, Horror, Thriller            ",7.9
444,The Great Weddings of Munnes,2022–,UA 13+,29 min,"Comedy, Drama            ",6.7
445,Jaya Jaya Jaya Jaya Hey,2022,U,145 min,Comedy            ,4.6
446,Jannat: In Search of Heaven...,2008,UA,140 min,"Crime, Drama, Romance            ",4.9
447,Appan,2022,UA 13+,129 min,"Comedy, Crime, Drama            ",7.1
448,Darr,1993,UA,178 min,"Action, Drama, Romance            ",5.4
449,Hindi Medium,2017,U,132 min,"Comedy, Drama            ",6.8
450,Hridayam,2022,U,172 min,"Drama, Musical, Romance            ",7.6
451,Walking with Dinosaurs 3D,2013,U,87 min,"Animation, Adventure, Comedy            ",9.0
452,The Other Side of the Door,2016,R,96 min,"Horror, Thriller            ",6.7
453,Bheeshmaparvam,2022,UA,144 min,"Action, Crime, Drama            ",7.6
454,Minnal Murali,2021,UA 16+,158 min,"Action, Adventure, Comedy            ",7.3
455,Bala,2019,UA,133 min,Comedy            ,7.6
456,Veere Di Wedding,2018,A,135 min,Comedy            ,6.9
457,Pati Patni Aur Woh,2019,UA,126 min,"Comedy, Romance            ",7.3
458,Mere Desh Ki Dharti,2022,UA,111 min,"Comedy, Drama            ",3.2
459,Goliyon Ki Rasleela Ram-Leela,2013,UA,150 min,"Drama, Musical, Romance            ",6.7
460,Race 3,2018,UA,160 min,"Action, Crime, Thriller            ",6.5
461,Dev.D,2009,A,144 min,"Comedy, Drama, Romance            ",7.9
462,Deja Vu,III 2022,UA,117 min,Thriller            ,8.1
463,Coffee with Kadhal,2022,UA,144 min,"Comedy, Romance            ",6.4
464,Genius,I 2018,U/A,165 min,"Action, Thriller            ",9.4
465,Kurup,2021,UA,140 min,"Biography, Crime, Thriller            ",9.2
466,Bandish Bandits,2020–,16,30 min,"Drama, Music, Romance            ",2.2
467,Student of the Year,2012,UA,146 min,"Comedy, Drama, Music            ",6.6
468,Guilty,II 2020,18,119 min,"Drama, Thriller            ",6.5
469,Attack,2022,UA,121 min,"Action, Sci-Fi, Thriller            ",7.2
470,The Sky Is Pink,2019,UA,143 min,"Drama, Romance            ",8.1
471,Aum Mangalam Singlem,2022,U,174 min,Romance            ,6.2
472,Indian Predator: The Diary of a Serial Killer,2022,A,123 min,"Documentary, Crime, History            ",6.3
473,Code M,2020–,18,24 min,"Mystery, Thriller            ",7.3
474,The Kapil Sharma Show,2016–,U,60 min,"Comedy, Talk-Show            ",7.7
475,Karwaan,2018,UA,114 min,"Adventure, Comedy, Drama            ",7.3
476,Kaho Naa... Pyaar Hai,2000,U,172 min,"Action, Musical, Romance            ",7.5
477,Sunflower,2021–,A,36 min,"Comedy, Crime            ",7.7
478,Pagalpanti,2019,UA,149 min,"Action, Comedy            ",8.6
479,The Body,II 2019,A,101 min,"Mystery, Thriller            ",6.2
480,Ajeeb Daastaans,2021,18,142 min,"Drama, Romance            ",6.5
481,Koffee with Karan,2004–,15+,60 min,"Comedy, Talk-Show            ",7.0
482,1996 Dharmapuri,2022,UA,132 min,"Action, Drama, Romance            ",7.1
483,Gargi,2022,U,140 min,"Drama, Thriller            ",7.4
484,Chehre,2021,UA,139 min,"Drama, Mystery, Thriller            ",6.7
485,Gurthunda Seethakalam,2022,UA,141 min,"Drama, Romance            ",5.0
486,Yeh Rishta Kya Kehlata Hai,2009–,PG,20 min,Drama            ,9.2
487,Sherdil,2022,UA,120 min,"Comedy, Drama            ",3.6
488,Dostana,2008,UA 16+,145 min,"Comedy, Drama, Romance            ",5.8
489,Margarita with a Straw,2014,A,100 min,Drama            ,6.1
490,The Tashkent Files,2019,UA,134 min,"Drama, Mystery, Thriller            ",5.1
491,Indian Matchmaking,2020–,13,40 min,"Documentary, Reality-TV, Romance            ",9.0
492,Forensic,2022,UA 13+,134 min,"Crime, Thriller            ",7.9
493,Raman Raghav 2.0,2016,A,133 min,"Crime, Drama, Thriller            ",6.9
494,Udta Punjab,2016,A,148 min,"Action, Crime, Drama            ",9.2
495,Highway,I 2014,UA,133 min,"Crime, Drama, Romance            ",6.8
496,Der Zorn der Bestien - Jallikattu,2019,UA,95 min,"Action, Crime, Thriller            ",7.4
497,Sanam Teri Kasam,2016,U,154 min,"Drama, Musical, Romance            ",7.6
498,Kapoor & Sons,2016,UA,132 min,"Comedy, Drama, Family            ",7.1
499,Feels Like Home,2022–,A,35 min,Comedy            ,7.5
500,Kick,2014,UA,146 min,"Action, Comedy, Crime            ",7.6
501,Ek Villain,2014,UA,129 min,"Action, Crime, Drama            ",6.9
502,Thappad,2020,U,142 min,Drama            ,9.5
503,Dr. Arora,2022–,A,35 min,"Comedy, Drama            ",6.8
504,Khakee,2004,UA,174 min,"Action, Crime, Drama            ",6.5
505,Saaho,2019,UA,170 min,"Action, Thriller            ",7.9
506,Pathonpatham Noottandu,2022,UA,158 min,"Action, Drama, History            ",6.9
507,Ramayana: The Legend of Prince Rama,1993,U,97 min,"Animation, Action, Adventure            ",4.9
508,Street Dancer 3D,2020,UA,146 min,"Drama, Music            ",7.0
509,Shubh Mangal Zyada Saavdhan,2020,UA,117 min,"Comedy, Crime, Romance            ",3.6
510,Badmaa$h Company,2010,UA,142 min,"Comedy, Crime, Drama            ",8.4
511,Seetimaarr,2021,UA,139 min,"Action, Drama, Sport            ",7.2
512,Mahabharat,1988–1990,12+,45 min,"Adventure, Drama, History            ",7.3
513,Super 30,2019,U,154 min,"Biography, Drama            ",6.4
514,Game Over,I 2019,UA,102 min,"Drama, Mystery, Thriller            ",9.0
515,Devon Ke Dev... Mahadev,2011–2014,PG,22 min,"Action, Drama, Fantasy            ",8.1
516,Tanu Weds Manu,2011,UA,119 min,"Comedy, Drama, Romance            ",6.9
517,Love Sonia,2018,A,122 min,Drama            ,8.0
518,Sharmaji Namkeen,2022,UA 13+,119 min,"Comedy, Drama, Family            ",6.7
519,The Great Indian Murder,2022–,UA 16+,45 min,Mystery            ,3.2
520,Bareilly Ki Barfi,2017,UA,116 min,"Comedy, Romance            ",2.2
521,Wake Up Sid,2009,U,138 min,"Comedy, Drama, Romance            ",5.0
522,Kotthu,2022,UA,155 min,Drama            ,7.5
523,Me Vasantrao,2021,U,180 min,Biography            ,2.6
524,The Fame Game,2022–,16,45 min,"Drama, Mystery, Thriller            ",8.3
525,Cadaver,2022,Not Rated,123 min,"Crime, Drama, Mystery            ",6.3
526,Oye Makhna,2022,UA,127 min,Romance            ,7.6
527,Airlift,2016,UA,130 min,"Action, Drama, History            ",3.3
528,Once Again,2018,U,101 min,"Drama, Romance            ",8.8
529,Happy New Year,I 2014,U,180 min,"Action, Comedy, Crime            ",6.0
530,Dil To Pagal Hai,1997,U,180 min,"Comedy, Drama, Musical            ",7.3
531,Marjaavaan,2019,UA,152 min,"Action, Drama, Romance            ",7.2
532,Kaun Pravin Tambe?,2022,UA 7+,134 min,"Biography, Drama, Sport            ",8.4
533,Shor in the City,2010,UA,112 min,"Crime, Drama            ",5.1
534,Atithi Tum Kab Jaoge?,2010,U,155 min,Comedy            ,7.2
535,Ramayan,1987–1988,U,30 min,"Adventure, Drama, Family            ",6.9
536,Omkara,2006,A,155 min,"Action, Crime, Drama            ",5.2
537,Pagglait,2021,13,114 min,"Comedy, Drama            ",5.2
538,Aayirathil Oruvan,2010,A,183 min,"Action, Adventure            ",8.0
539,Iravin Nizhal,2022,A,122 min,"Drama, Mystery, Thriller            ",2.1
540,Vinaya Vidheya Rama,2019,UA,146 min,"Action, Drama            ",4.7
541,Student of the Year 2,2019,UA,146 min,"Action, Comedy, Drama            ",7.6
542,Sinam,2022,UA,115 min,"Action, Crime, Drama            ",5.9
543,Ramprasad Ki Tehrvi,2019,U,115 min,"Comedy, Drama            ",5.5
544,Gunday,2014,UA,152 min,"Action, Drama, Musical            ",7.0
545,Kuch Rang Pyar Ke Aise Bhi,2016–2021,UA,22 min,"Drama, Romance            ",8.0
546,Luka Chuppi,I 2019,UA,126 min,"Comedy, Romance            ",8.3
547,Mukhachitram,2022,A,126 min,Thriller            ,6.8
548,Indoo Ki Jawani,2020,UA,118 min,"Comedy, Drama            ",9.1
549,Ghar Waapsi,2022–,UA 13+,41 min,"Drama, Family            ",6.2
550,Hum Do Hamare Do,2021,UA 7+,128 min,Comedy            ,8.2
551,Ori Devuda,2022,UA,143 min,"Comedy, Drama, Romance            ",5.6
552,"Like, Share & Subscribe",2022,UA,134 min,"Action, Comedy, Drama            ",4.0
553,Asuran,2019,UA,141 min,"Action, Drama            ",5.8
554,Ladki: Enter the Girl Dragon,2022,A,122 min,"Action, Drama, Romance            ",3.5
555,The Journey of Karma,2018,A,98 min,Drama            ,6.3
556,Table No.21,2013,A,108 min,"Adventure, Drama, Thriller            ",6.8
557,2 States,2014,UA,149 min,"Comedy, Drama, Romance            ",5.0
558,Hurdang,2022,UA,122 min,"Drama, Romance            ",6.5
559,Bachchhan Paandey,2022,UA,147 min,"Action, Comedy, Crime            ",7.4
560,Malik,2021,U,162 min,"Action, Biography, Drama            ",7.0
561,Kahiin To Hoga,2003–2007,Not Rated,24 min,Drama            ,7.8
562,Piku,2015,UA,123 min,"Comedy, Drama            ",6.7
563,The Big Bull,2021,PG,153 min,"Biography, Crime, Drama            ",7.0
564,Ek Tha Tiger,2012,UA,132 min,"Action, Adventure, Romance            ",6.0
565,Thallumaala,2022,UA,148 min,"Action, Comedy, Drama            ",8.3
566,Play,III 2022,UA,117 min,"Crime, Thriller            ",8.3
567,Game,I 2011,UA,135 min,"Action, Crime, Drama            ",7.7
568,Aaja Mexico Challiye,2022,UA,125 min,"Drama, Thriller            ",4.2
569,Kora Kagazz,2022,U,104 min,Drama            ,7.4
570,Cobra,2022,UA,183 min,"Action, Crime, Thriller            ",6.4
571,Taarak Mehta Ka Ooltah Chashmah,2008–,U,22 min,"Comedy, Family            ",4.7
572,Mohenjo Daro,2016,UA,155 min,"Action, Adventure, Drama            ",8.7
573,Khamoshiyan,2015,A,122 min,"Drama, Horror, Romance            ",6.6
574,Kamasutra 3D,2013,A,110 min,"Drama, Romance            ",4.9
575,Housefull 4,2019,UA,145 min,"Action, Comedy, Drama            ",8.3
576,Operation Romeo,2022,A,132 min,"Drama, Mystery            ",5.9
577,Good Newwz,2019,UA,134 min,"Comedy, Drama            ",8.4
578,Mujhse Dosti Karoge!,2002,U,149 min,"Comedy, Drama, Family            ",8.5
579,Nay Varan Bhat Loncha Kon Nai Koncha,2022,A,112 min,Crime            ,6.5
580,Lootera,I 2013,UA,136 min,"Drama, Romance            ",4.5
581,Aashiqui 2,2013,U,132 min,"Drama, Music, Musical            ",5.9
582,Khuda Haafiz,2020,PG,133 min,"Action, Crime, Drama            ",5.5
583,Fakt Mahilao Maate,2022,U,137 min,Comedy            ,8.9
584,Bigil,2019,UA,179 min,"Action, Drama, Sport            ",8.5
585,Sindoor Ki Keemat,2021–,Not Rated,22 min,Drama            ,5.9
586,Humpty Sharma Ki Dulhania,2014,UA,133 min,"Comedy, Drama, Romance            ",8.0
587,Pyaasa,1957,U,146 min,"Drama, Musical, Romance            ",7.0
588,Kabali,2016,U,153 min,"Action, Crime, Drama            ",7.4
589,Warning,III 2021,A,124 min,Action            ,5.7
590,Magadheera,2009,A,166 min,"Action, Drama, Fantasy            ",7.2
591,Mrs. Serial Killer,2020,16,106 min,"Crime, Drama, Thriller            ",10.0
592,Welcome Home,VI 2020,18,126 min,"Crime, Drama, Horror            ",5.4
593,Brothers,I 2015,UA,156 min,"Action, Drama, Sport            ",5.0
594,Aladin,2009,U,132 min,"Action, Adventure, Comedy            ",7.6
595,Jetty,2022,UA,134 min,"Action, Drama, Family            ",9.0
596,The Dirty Picture,2011,A,144 min,"Biography, Comedy, Drama            ",7.0
597,Golmaal Again,2017,UA,140 min,"Action, Comedy, Fantasy            ",3.0
598,Premam,2015,U,156 min,"Comedy, Drama, Romance            ",7.6
599,Jhansi,2022–,A,35 min,Action            ,6.0
600,Best of Luck Nikki,2011–2016,U,22 min,"Comedy, Family            ",7.5
601,Apur Sansar,1959,U,105 min,Drama            ,4.4
602,Malang - Unleash the Madness,2020,A,135 min,"Action, Crime, Drama            ",6.2
603,Samrat Prithviraj,2022,UA,135 min,"Action, Drama, History            ",6.9
604,I Think I Love My Wife,2007,R,94 min,"Comedy, Drama, Romance            ",7.2
605,Lage Raho Munna Bhai,2006,U,144 min,"Comedy, Drama, Romance            ",4.6
606,Connect,2022,UA,99 min,Thriller            ,7.7
607,96,II 2018,U,158 min,"Drama, Romance            ",5.2
608,Mere Brother Ki Dulhan,2011,UA,139 min,"Comedy, Drama, Family            ",7.8
609,Gulaal,2009,A,140 min,"Crime, Drama, Thriller            ",4.8
610,FIR,2022,UA,156 min,"Action, Thriller            ",8.5
611,Toolsidas Junior,2022,U,132 min,"Drama, Family, Sport            ",3.4
612,The Office,2019–,12+,22 min,Comedy            ,5.4
613,Toilet - Ek Prem Katha,2017,UA,155 min,"Comedy, Drama, Romance            ",6.6
614,The Mistress of Spices,2005,PG-13,92 min,"Drama, Romance            ",6.4
615,Dybbuk: The Curse Is Real,2021,UA 13+,112 min,"Drama, Horror            ",7.4
616,Chal Mera Putt 2,2020,UA,124 min,Drama            ,7.2
617,Shefeekkinte Santhosham,2022,U,128 min,Drama            ,7.9
618,Jism 2,2012,A,130 min,"Drama, Romance, Thriller            ",7.6
619,Pyaar Ka Punchnama,2011,UA,149 min,"Comedy, Drama, Romance            ",8.4
620,Valimai,2022,UA,178 min,"Action, Crime, Thriller            ",8.3
621,Taj Mahal 1989,2020–,UA,33 min,"Comedy, Drama, Romance            ",8.1
622,Taal,1999,U,179 min,"Drama, Musical, Romance            ",6.1
623,Ab Tumhare Hawale Watan Saathiyo,2004,U,193 min,"Action, Drama, War            ",7.2
624,Janhit Mein Jaari,2022,UA,146 min,"Comedy, Drama, Romance            ",6.4
625,Gangster,2006,A,123 min,"Action, Crime, Drama            ",8.1
